Date,SN,Symbol ,Close Price* (Rs) ,Open Price (Rs) ,High Price (Rs) ,Low Price (Rs) ,Total Traded Quantity ,Total Traded Value ,Total Trades ,LTP ,Previous Day Close Price (Rs) ,Average Traded Price (Rs) ,52 Week High (Rs) ,52 Week Low (Rs) ,MarketCapitalization (Rs) (Amt in millions) 
2024-03-13,15,BEDC,356.00,370.20,370.20,351.10,"6,279","2,241,593.5",136,356.00(-7) ,363.00,356.99,412.90,170.00,"1,936.83"
2024-03-13,16,BFC,349.90,345.30,356.80,339.00,"55,226","19,382,749.3",320,349.90(4.9) ,345.00,350.97,377.00,284.00,"2,991.00"
2024-03-13,17,BGWT,604.00,590.00,610.00,589.00,"5,024","3,004,072.9",135,604.00(3) ,601.00,597.94,710.00,352.00,"3,455.27"
2024-03-13,18,BHDC,475.00,476.00,477.60,459.20,"10,310","4,874,613.5",99,475.00(-3) ,478.00,472.80,523.00,286.50,"4,987.50"
2024-03-13,19,BHL,345.00,363.00,363.00,342.00,"9,890","3,425,097",109,345.00(-11) ,356.00,346.31,394.00,192.70,"6,306.50"
2024-03-13,20,BHPL,490.00,485.20,514.00,485.20,"3,006","1,487,548.2",63,490.00(-5) ,495.00,494.85,572.00,304.10,"1,225.00"
2024-03-13,21,BNHC,470.00,465.00,487.00,462.00,"18,798","8,863,394.5",130,470.00(0) ,470.00,471.50,511.90,270.10,"1,880.00"
2024-03-13,22,BNT,"14,198.00","14,200.00","14,440.00","13,720.00",645,"8,971,109",59,"14,198.00(-251) ","14,449.00","13,908.69","17,508.00","10,500.00","17,179.58"
2024-03-13,23,BOKD86,903.00,903.00,903.00,903.00,25,"22,575",1,903.00(-15) ,918.00,903.00,918.00,740.10,"1,444.80"
2024-03-13,24,BPCL,314.50,316.00,318.00,312.00,"6,475","2,033,802.8",99,314.50(-1.5) ,316.00,314.10,365.00,292.10,"10,721.51"
2024-03-13,25,C30MF,8.55,8.30,8.55,8.30,"1,200","10,088",10,8.55(0.2) ,8.35,8.40,10.00,7.61,641.87
2024-03-13,26,CBBL,881.00,890.00,909.00,873.00,"11,134","9,903,377.1",291,881.00(-8) ,889.00,889.47,"1,052.50",727.00,"26,228.89"
2024-03-13,27,CBLD88,"1,004.10",995.00,"1,019.00",995.00,135,"136,303.5",6,"1,004.10(1) ","1,003.10","1,009.65","1,024.00",824.10,-
2024-03-13,28,CCBD88,996.10,996.10,996.10,996.10,30,"29,883",1,996.10(-13.9) ,"1,010.00",996.10,"1,022.90",831.00,-
2024-03-13,29,CFCL,356.00,355.90,363.00,348.00,"25,099","8,934,072.8",167,356.00(7) ,349.00,355.95,423.00,275.50,"3,378.00"
2024-03-13,30,CGH,843.00,871.90,871.90,840.00,"20,078","17,056,263.2",274,843.00(-11.9) ,854.90,849.50,"1,520.00",796.20,"12,932.39"
2024-03-13,31,CHCL,475.00,477.10,486.50,473.00,"30,843","14,698,993.6",209,475.00(-6) ,481.00,476.57,594.00,452.10,"37,923.99"
2024-03-13,32,CHDC,974.00,972.00,978.70,962.00,"3,960","3,831,036",97,974.00(4) ,970.00,967.43,"1,217.20",681.20,"8,175.85"
2024-03-13,33,CHL,302.30,304.00,308.60,302.30,"15,695","4,776,979.9",67,302.30(-5.7) ,308.00,304.36,337.00,194.10,"1,169.83"
2024-03-13,34,CIT,"2,172.50","2,163.00","2,180.00","2,131.00","10,458","22,665,969.3",240,"2,172.50(9.5) ","2,163.00","2,167.33","2,704.00","1,850.00","115,441.23"
2024-03-13,35,CITY,624.00,628.00,640.00,620.00,"12,983","8,156,844.5",175,624.00(-13) ,637.00,628.27,782.50,111.10,"10,445.76"
2024-03-13,36,CKHL,611.90,620.00,620.00,601.00,"8,486","5,172,499.4",178,611.90(-5.3) ,617.20,609.53,686.80,300.00,"2,447.60"
2024-03-13,37,CLI,481.00,486.00,494.00,476.30,"91,736","44,382,748.5","1,307",481.00(-5) ,486.00,483.80,567.00,375.00,"18,939.38"
2024-03-13,38,CMF1,8.95,8.78,8.95,8.78,"7,710","68,154.5",2,8.95(0.14) ,8.81,8.83,9.40,6.96,733.90
2024-03-13,39,CMF2,8.10,8.10,8.10,7.99,"8,025","64,944.75",7,8.10(0.1) ,8.00,8.09,10.39,6.81,453.60
2024-03-13,40,CORBL,434.90,443.80,443.80,430.30,"3,306","1,440,910.3",27,434.90(-0.2) ,435.10,435.84,475.00,277.80,"2,283.22"
2024-03-13,41,CYCL,"1,420.00","1,405.00","1,450.00","1,350.00","17,183","23,774,782.5",329,"1,420.00(0) ","1,420.00","1,383.62","1,560.00",882.00,"3,783.23"
2024-03-13,42,CZBIL,167.10,170.00,170.00,166.70,"22,660","3,808,125.4",110,167.10(-2.1) ,169.20,168.05,207.80,156.80,"23,729.83"
2024-03-13,43,DDBL,790.10,805.60,819.90,790.00,"12,772","10,201,324.8",135,790.10(0.1) ,790.00,798.72,913.00,606.70,"12,255.15"
2024-03-13,44,DHPL,206.00,208.00,208.00,203.00,"12,590","2,582,114.2",76,206.00(2) ,204.00,205.09,242.00,134.00,543.84
2024-03-13,45,DLBS,"1,045.50",959.50,"1,045.50",943.10,"5,116","5,016,675.2",135,"1,045.50(66.5) ",979.00,980.58,"1,045.50",579.00,"1,391.56"
2024-03-13,46,DOLTI,419.00,422.00,439.00,398.00,"47,575","19,563,407",331,419.00(2.5) ,416.50,411.21,450.00,177.40,"2,247.88"
2024-03-13,47,DORDI,424.20,441.00,445.80,424.20,"57,484","24,812,888.5",446,424.20(-20.3) ,444.50,431.64,576.00,191.60,"4,472.17"
2024-03-13,48,EBL,522.00,536.50,536.50,516.00,"15,620","8,166,200.1",174,522.00(-4) ,526.00,522.80,633.00,448.00,"61,428.46"
2024-03-13,49,EBLD85,"1,030.00","1,010.00","1,030.00","1,010.00",111,"113,830",4,"1,030.00(5) ","1,025.00","1,025.49","1,053.60",976.10,-
2024-03-13,50,EBLD86,901.80,902.10,903.10,884.20,600,"540,037.5",12,901.80(-0.2) ,902.00,900.06,920.00,745.10,-
2024-03-13,51,EDBL,363.00,359.00,380.00,359.00,"10,674","3,896,462",62,363.00(-2) ,365.00,365.04,399.70,266.40,"4,536.39"
2024-03-13,52,EHPL,445.00,458.00,460.00,439.00,"3,510","1,564,141.6",49,445.00(-12) ,457.00,445.62,500.00,273.00,"2,759.00"
2024-03-13,53,ENL,804.70,790.00,804.80,780.00,"3,111","2,479,452.8",72,804.70(12.7) ,792.00,796.99,"1,060.00",572.00,"4,470.91"
2024-03-13,54,FMDBL,634.00,650.70,650.70,628.00,"16,276","10,364,104",180,634.00(-4) ,638.00,636.77,781.00,497.20,"7,822.46"
2024-03-13,55,FOWAD,"1,120.00","1,136.00","1,138.90","1,120.00","4,502","5,087,877",105,"1,120.00(-15) ","1,135.00","1,130.13","1,493.00",974.00,"11,822.32"
2024-03-13,56,GBBD85,910.00,908.00,910.00,908.00,75,"68,200",4,910.00(2) ,908.00,909.33,"1,000.00",768.10,-
2024-03-13,57,GBBL,376.10,383.00,383.00,373.00,"46,857","17,743,260.4",295,376.10(-0.9) ,377.00,378.66,432.40,336.00,"21,364.43"
2024-03-13,58,GBILD86/87,903.00,903.00,903.00,903.00,25,"22,575",1,903.00(-14.5) ,917.50,903.00,917.50,743.90,-
2024-03-13,59,GBIME,194.00,197.80,197.80,191.10,"63,204","12,242,841.6",356,194.00(0) ,194.00,193.70,241.90,176.00,"70,089.81"
2024-03-13,60,GBLBS,600.00,600.00,612.00,590.00,"27,578","16,568,100.1",248,600.00(9) ,591.00,600.77,673.00,427.00,"5,895.00"
2024-03-13,61,GCIL,554.00,562.50,573.00,550.40,"125,764","70,404,968.1","1,081",554.00(-9.4) ,563.40,559.81,614.00,363.10,"25,304.98"
2024-03-13,62,GFCL,464.00,455.10,470.00,453.10,"21,041","9,768,818",124,464.00(10.9) ,453.10,464.27,530.00,375.00,"4,389.97"
2024-03-13,63,GHL,164.50,159.60,165.00,154.30,"380,704","61,288,434.6","1,236",164.50(8) ,156.50,160.98,286.00,120.00,"2,714.25"
2024-03-13,64,GIBF1,8.41,8.40,8.50,8.40,900,"7,578",9,8.41(-0.14) ,8.55,8.42,9.70,7.20,862.67
2024-03-13,65,GILB,884.90,897.00,902.00,877.20,"4,168","3,702,837.1",91,884.90(-12.1) ,897.00,888.39,"1,110.70",665.10,"5,476.65"
2024-03-13,66,GLBSL,"1,113.50","1,036.00","1,136.00","1,036.00","5,344","5,705,142.6",113,"1,113.50(77.5) ","1,036.00","1,067.57","1,136.00",589.10,"1,129.09"
2024-03-13,67,GLH,232.00,220.00,236.00,215.80,"133,348","29,762,969.7",449,232.00(14.4) ,217.60,223.19,318.00,194.60,"4,176.00"
2024-03-13,68,GMFBS,960.00,880.00,960.00,880.00,"12,376","11,240,071.2",180,960.00(65) ,895.00,908.21,960.00,641.00,"1,454.92"
2024-03-13,69,GMFIL,368.10,370.00,380.00,368.00,"19,736","7,392,294.5",102,368.10(0.7) ,367.40,374.55,427.00,277.00,"3,725.82"
2024-03-13,70,GRDBL,371.00,380.00,380.00,370.00,"5,527","2,059,097",55,371.00(-5) ,376.00,372.55,393.60,235.50,"1,925.49"
2024-03-13,71,GUFL,755.00,713.00,767.00,695.00,"190,425","137,735,261.8","1,251",755.00(53) ,702.00,723.30,767.00,454.00,"6,553.35"
2024-03-13,72,GVL,447.90,440.00,447.90,438.00,"9,518","4,215,044.1",174,447.90(0.9) ,447.00,442.84,498.00,299.90,"13,996.88"
2024-03-13,73,GWFD83,"1,127.00","1,127.00","1,127.00","1,127.00",270,"304,290",2,"1,127.00(-3) ","1,130.00","1,127.00","1,147.50","1,000.00",-
2024-03-13,74,H8020,8.86,8.92,9.83,8.86,"6,060","56,295.2",21,8.86(-0.24) ,9.10,9.28,10.10,8.30,88.60
2024-03-13,75,HATHY,908.00,933.30,944.00,906.00,"69,203","63,614,628.4",696,908.00(-7) ,915.00,919.24,"1,123.00",279.50,"23,371.92"
2024-03-13,76,HBL,196.30,200.00,201.80,196.00,"32,410","6,408,922",182,196.30(-2) ,198.30,197.74,243.10,184.00,"42,511.94"
2024-03-13,77,HBLD86,998.00,998.00,998.00,998.00,25,"24,950",1,998.00(0) ,998.00,998.00,"1,000.00",938.00,-
2024-03-13,78,HDHPC,145.80,147.00,149.00,144.50,"87,201","12,712,367.2",361,145.80(0.2) ,145.60,145.78,233.40,116.00,"4,082.40"
2024-03-13,79,HDL,"1,657.00","1,650.80","1,671.00","1,625.00","56,315","93,123,073.3","1,418","1,657.00(38.5) ","1,618.50","1,653.61","2,510.00","1,441.00","44,283.71"
2024-03-13,80,HEI,609.00,607.00,617.00,603.00,"29,379","17,937,874.8",257,609.00(-3) ,612.00,610.56,705.00,400.60,"15,225.96"
2024-03-13,81,HEIP,358.20,372.90,372.90,358.20,239,"85,829.8",4,358.20(-7.8) ,366.00,359.12,486.90,245.50,958.20
2024-03-13,82,HHL,334.50,335.00,340.00,326.00,"13,428","4,462,165.9",162,334.50(-0.5) ,335.00,332.30,387.00,170.30,"3,662.78"
2024-03-13,83,HIDCL,182.10,183.00,185.40,180.00,"58,157","10,613,158.8",305,182.10(-0.4) ,182.50,182.49,212.00,154.00,"41,474.73"
2024-03-13,84,HIDCLP,103.90,103.90,105.90,103.00,"69,867","7,247,300.4",116,103.90(0) ,103.90,103.72,118.00,96.60,10.39
2024-03-13,85,HLBSL,637.00,644.90,644.90,625.00,"11,683","7,376,611.2",130,637.00(-2.1) ,639.10,631.39,846.00,519.10,"2,037.24"
2024-03-13,86,HLI,427.00,432.00,435.00,422.10,"196,825","84,495,054.4","1,305",427.00(1) ,426.00,429.29,574.00,340.00,"34,247.04"
2024-03-13,87,HPPL,289.80,285.30,289.80,280.10,"20,418","5,820,482.2",105,289.80(0.8) ,289.00,285.06,322.00,199.00,"3,087.58"
2024-03-13,88,HRL,642.00,647.70,650.00,631.10,"319,600","206,338,723.1","3,723",642.00(7) ,635.00,645.61,731.00,309.20,"66,768.00"
2024-03-13,89,HURJA,299.00,306.00,309.00,298.00,"25,756","7,747,379.9",111,299.00(-2) ,301.00,300.79,365.00,205.00,"2,960.10"
2024-03-13,90,ICFC,513.00,505.00,518.00,500.10,"50,610","25,789,958",343,513.00(7) ,506.00,509.58,552.00,391.00,"6,071.21"
2024-03-13,91,ICFCD83,"1,112.00","1,112.00","1,112.00","1,112.00",20,"22,240",1,"1,112.00(-13) ","1,125.00","1,112.00","1,186.00",994.70,-
2024-03-13,92,IGI,561.00,580.30,580.30,557.10,"55,712","31,390,005.6",257,561.00(-8) ,569.00,563.43,615.00,366.20,"16,994.57"
2024-03-13,93,IHL,374.90,375.00,382.00,368.00,"44,145","16,506,534.5",258,374.90(4.7) ,370.20,373.91,395.00,200.20,"2,249.40"
2024-03-13,94,ILBS,750.00,742.00,762.00,733.00,"6,562","4,955,369.6",84,750.00(-5.9) ,755.90,755.16,827.00,537.00,"3,730.62"
2024-03-13,95,ILI,555.80,569.10,569.10,551.10,"50,077","27,928,244.7","1,006",555.80(-2.2) ,558.00,557.70,640.60,444.00,"22,232.00"
2024-03-13,96,JALPA,"1,325.00","1,288.40","1,389.00","1,288.40","9,024","12,103,823.7",326,"1,325.00(61.8) ","1,263.20","1,341.29","2,415.30",920.00,"2,422.10"
2024-03-13,97,JBBL,304.00,312.10,315.00,303.30,"64,001","19,677,430.5",332,304.00(-2) ,306.00,307.45,357.00,249.10,"13,363.19"
2024-03-13,98,JBLB,"1,430.00","1,428.00","1,480.00","1,420.00","13,197","19,034,184.4",509,"1,430.00(30) ","1,400.00","1,442.31","1,935.00","1,205.00","19,269.52"
2024-03-13,99,JFL,388.10,386.90,394.70,381.00,"18,982","7,375,247.7",164,388.10(8.1) ,380.00,388.53,441.00,316.70,"2,679.72"
2024-03-13,100,JOSHI,329.00,333.00,338.60,328.00,"91,881","30,552,817.2",528,329.00(-8) ,337.00,332.52,412.00,182.10,"1,221.91"
2024-03-13,101,JSLBB,"1,074.00","1,015.40","1,095.00","1,015.40","8,704","9,288,754.8",259,"1,074.00(78.5) ",995.50,"1,067.18","1,190.00",785.00,"1,826.79"
2024-03-13,102,KBL,147.90,149.90,149.90,144.50,"72,252","10,608,320.6",331,147.90(0.9) ,147.00,146.82,195.80,138.30,"38,788.05"
2024-03-13,103,KBLD86,"1,020.00","1,028.00","1,028.00","1,020.00",75,"76,900",2,"1,020.00(12) ","1,008.00","1,025.33","1,106.50",837.10,-
2024-03-13,104,KBLPO,106.00,106.00,106.00,106.00,"1,207","127,942",1,106.00(0) ,106.00,106.00,116.60,106.00,556.50
2024-03-13,105,KBSH,"1,029.90","1,059.90","1,059.90","1,015.00","1,790","1,844,745.5",38,"1,029.90(-11.1) ","1,041.00","1,030.58","1,210.00",479.00,"1,255.11"
2024-03-13,106,KDBY,8.77,8.61,8.77,8.44,"4,450","38,423",34,8.77(-0.01) ,8.78,8.63,10.07,7.24,35.08
2024-03-13,107,KDL,813.00,817.00,830.00,808.70,"3,622","2,960,546.4",92,813.00(-17) ,830.00,817.37,"1,102.00",134.40,"4,878.00"
2024-03-13,108,KEF,8.20,8.15,8.25,8.01,"13,245","107,974",30,8.20(0.05) ,8.15,8.15,10.35,6.91,820.00
2024-03-13,109,KKHC,253.50,255.00,255.00,246.00,"10,948","2,734,179.9",100,253.50(-1.4) ,254.90,249.74,280.50,158.00,"1,180.59"
2024-03-13,110,KLBSL,924.90,912.60,940.00,903.00,"2,728","2,509,502.1",67,924.90(21.9) ,903.00,919.90,"1,054.10",539.00,"4,664.89"
2024-03-13,111,KMCDB,759.50,767.00,783.00,723.30,"15,290","11,784,491.3",166,759.50(7.5) ,752.00,770.73,810.00,526.00,"2,827.78"
2024-03-13,112,KPCL,413.70,415.00,415.00,407.80,"3,248","1,330,163",45,413.70(-1) ,414.70,409.53,476.00,272.40,"3,610.98"
2024-03-13,113,KRBL,375.00,386.50,386.50,375.00,"13,131","4,967,360.2",87,375.00(-4) ,379.00,378.29,418.00,241.10,"1,885.61"
2024-03-13,114,KSBBL,358.00,363.00,365.00,357.10,"55,582","20,084,544.4",239,358.00(0) ,358.00,361.34,382.00,275.00,"11,746.57"
2024-03-13,115,KSBBLD87,925.00,913.80,925.00,913.80,50,"45,970",2,925.00(12) ,913.00,919.40,"1,000.00",880.00,-
2024-03-13,116,LBBL,397.00,399.00,400.00,392.10,"32,462","12,918,494.4",188,397.00(4.9) ,392.10,397.95,454.00,305.00,"13,966.99"
2024-03-13,117,LEC,197.00,202.60,204.00,195.20,"64,533","12,835,268.3",275,197.00(-1.7) ,198.70,198.89,299.80,138.00,"2,955.00"
2024-03-13,118,LEMF,9.60,9.60,9.60,9.55,"19,589","187,840.62",7,9.60(0.02) ,9.58,9.58,10.00,7.87,"1,200.00"
2024-03-13,119,LICN,"1,437.00","1,440.00","1,440.00","1,400.00","2,937","4,206,460.5",60,"1,437.00(22) ","1,415.00","1,432.23","1,800.00","1,238.00","38,126.48"
2024-03-13,120,LLBS,849.00,845.00,856.80,826.00,"2,171","1,819,965.5",22,849.00(0) ,849.00,838.30,932.00,580.00,"3,749.71"
2024-03-13,121,LSL,166.20,168.80,169.30,165.00,"45,742","7,665,795.4",144,166.20(0.6) ,165.60,167.58,208.00,157.00,"38,537.05"
2024-03-13,122,LUK,8.39,8.59,8.59,8.14,"3,700","30,956.5",8,8.39(-0.04) ,8.43,8.36,9.61,7.49,547.55
2024-03-13,123,LVF2,7.91,7.67,7.91,7.67,"2,700","21,160",20,7.91(0.15) ,7.76,7.83,10.00,7.09,632.80
2024-03-13,124,MAKAR,399.80,411.00,411.00,394.10,"14,584","5,806,927.5",148,399.80(-3.2) ,403.00,398.17,454.00,213.10,"3,038.48"
2024-03-13,125,MANDU,703.00,690.30,704.00,690.00,"9,778","6,815,937.6",172,703.00(0.1) ,702.90,697.06,805.80,373.20,"9,586.37"
2024-03-13,126,MBJC,325.20,322.10,325.90,320.00,"22,287","7,216,232.6",385,325.20(1.2) ,324.00,323.78,376.30,246.00,"19,512.00"
2024-03-13,127,MBL,188.60,190.70,193.00,184.00,"50,058","9,490,732.6",219,188.60(1.6) ,187.00,189.59,283.00,174.60,"21,917.88"
2024-03-13,128,MBLD87,903.00,903.00,903.00,903.00,25,"22,575",1,903.00(0) ,903.00,903.00,"1,000.00",900.00,-
2024-03-13,129,MCHL,343.40,351.80,351.80,340.00,"7,305","2,519,911.5",124,343.40(-1.6) ,345.00,344.95,389.00,165.20,"1,863.23"
2024-03-13,130,MDB,420.00,410.00,422.00,402.30,"37,286","15,454,331.6",189,420.00(17) ,403.00,414.48,449.80,350.30,"4,667.99"
2024-03-13,131,MEHL,301.00,300.00,306.00,299.00,"25,793","7,791,417",358,301.00(-0.1) ,301.10,302.07,338.00,175.00,"2,408.00"
2024-03-13,132,MEL,224.00,228.40,228.40,220.20,"38,189","8,561,753.4",556,224.00(0) ,224.00,224.19,275.40,149.00,"6,496.00"
2024-03-13,133,MEN,567.00,568.50,590.00,562.00,"62,119","35,453,416.2",640,567.00(9.61) ,557.39,570.73,"1,092.00",429.90,"12,832.52"
2024-03-13,134,MERO,590.00,603.00,603.00,586.00,"12,450","7,413,994.7",153,590.00(-4.1) ,594.10,595.50,728.00,463.30,"7,788.00"
2024-03-13,135,MFIL,530.20,530.00,534.00,521.00,"41,331","21,791,546.1",286,530.20(10.2) ,520.00,527.24,587.00,410.00,"7,165.93"
2024-03-13,136,MFLD85,967.70,967.60,967.70,967.60,35,"33,867.5",2,967.70(18.9) ,948.80,967.64,"1,015.00",821.00,-
2024-03-13,137,MHCL,451.00,453.80,462.90,450.00,"67,470","30,632,859.5",608,451.00(-12) ,463.00,454.02,637.00,141.00,"3,619.28"
2024-03-13,138,MHL,402.00,413.90,413.90,401.10,"4,230","1,703,748.6",92,402.00(-6.9) ,408.90,402.77,478.00,242.10,"2,476.19"
2024-03-13,139,MHNL,255.50,258.00,258.00,250.50,"16,907","4,302,753",76,255.50(0) ,255.50,254.49,315.00,169.00,"3,193.75"
2024-03-13,140,MKCL,975.00,960.00,996.00,960.00,"15,873","15,653,909.5",374,975.00(-4) ,979.00,986.19,"1,319.50",178.80,"6,825.00"
2024-03-13,141,MKHC,298.80,300.50,302.00,297.10,"12,049","3,614,388.2",205,298.80(-4.3) ,303.10,299.97,367.50,174.40,"2,988.00"
2024-03-13,142,MKHL,384.00,392.00,392.10,381.00,"33,407","12,930,313",224,384.00(-1) ,385.00,387.05,420.90,224.00,"1,505.88"
2024-03-13,143,MKJC,499.90,516.00,516.00,489.90,"6,284","3,125,762.5",59,499.90(-6.1) ,506.00,497.41,592.00,293.20,"1,840.35"
2024-03-13,144,MKLB,744.00,752.00,762.90,688.00,"6,471","4,784,794.6",91,744.00(-5) ,749.00,739.42,847.00,526.20,"1,104.68"
2024-03-13,145,MLBBL,885.00,850.00,894.00,835.00,"4,090","3,539,458.2",62,885.00(23) ,862.00,865.39,"1,090.00",657.00,"1,734.62"
2024-03-13,146,MLBL,339.00,346.60,346.60,335.00,"21,508","7,314,099.5",103,339.00(-0.9) ,339.90,340.06,379.00,281.00,"14,140.77"
2024-03-13,147,MLBS,795.00,770.00,816.70,770.00,"2,130","1,705,953",61,795.00(10) ,785.00,800.91,931.70,570.10,869.53
2024-03-13,148,MLBSL,"1,776.00","1,785.00","1,820.00","1,755.00","1,563","2,773,003",65,"1,776.00(26) ","1,750.00","1,774.15","2,268.00","1,535.00","3,863.91"
2024-03-13,149,MMF1,7.43,7.30,7.55,7.16,"34,655","257,385.95",39,7.43(-0.01) ,7.44,7.42,8.29,6.65,928.75
2024-03-13,150,MMKJL,424.50,414.00,432.00,412.70,"21,098","8,871,181.7",276,424.50(3.5) ,421.00,420.47,478.00,225.00,"4,245.00"
2024-03-13,151,MNBBL,369.10,368.90,377.00,362.60,"39,697","14,640,572.7",306,369.10(6.6) ,362.50,368.80,446.00,343.60,"26,010.25"
2024-03-13,152,MPFL,385.00,368.00,391.00,364.00,"75,077","28,581,337.8",422,385.00(18) ,367.00,380.69,430.00,261.00,"2,349.27"
2024-03-13,153,MSHL,630.00,625.00,630.00,612.00,"2,390","1,484,036.5",67,630.00(-3.1) ,633.10,620.93,832.50,294.20,"4,714.92"
2024-03-13,154,MSLB,980.00,"1,020.00","1,020.00",966.00,"2,707","2,658,608",37,980.00(-20) ,"1,000.00",982.12,"1,023.00",658.60,"3,159.31"
2024-03-13,155,NABBC,408.20,418.90,419.00,408.20,"1,698","701,062.1",27,408.20(-6.8) ,415.00,412.87,460.00,342.10,"1,071.39"
2024-03-13,156,NABIL,473.00,477.00,479.90,467.00,"66,733","31,614,147.3",885,473.00(4) ,469.00,473.74,653.00,422.00,"127,979.60"
2024-03-13,157,NADEP,595.40,615.00,627.00,591.00,"19,333","11,734,390",197,595.40(-15.2) ,610.60,606.96,693.00,455.00,"2,892.22"
2024-03-13,158,NBF2,8.10,8.19,8.19,8.03,"37,210","301,522.8",22,8.10(-0.25) ,8.35,8.10,9.55,7.03,907.20
2024-03-13,159,NBF3,7.40,7.47,7.50,7.22,"28,900","213,162.3",32,7.40(-0.07) ,7.47,7.37,8.04,6.74,925.00
2024-03-13,160,NBL,225.30,227.10,229.00,225.00,"42,237","9,599,438",259,225.30(-0.8) ,226.10,227.27,280.00,213.00,"33,105.63"
2024-03-13,161,NCCD86,960.00,976.10,976.10,960.00,95,"91,813.5",5,960.00(3) ,957.00,966.45,"1,084.00",823.20,-
2024-03-13,162,NESDO,"1,818.00","1,810.00","1,839.00","1,760.00","5,434","9,809,987.9",145,"1,818.00(24) ","1,794.00","1,805.29","2,589.20","1,418.00","4,635.90"
2024-03-13,163,NFS,379.00,372.00,387.00,364.20,"122,482","46,287,307.5",568,379.00(10) ,369.00,377.91,390.00,255.50,"3,179.60"
2024-03-13,164,NGPL,320.20,314.00,328.20,310.00,"309,981","99,580,712.1",982,320.20(6.4) ,313.80,321.24,365.00,185.80,"5,927.80"
2024-03-13,165,NHDL,431.00,438.00,440.00,430.10,"3,717","1,606,879.5",39,431.00(-7) ,438.00,432.30,483.00,303.00,"1,549.19"
2024-03-13,166,NHPC,163.20,165.50,167.00,162.20,"87,398","14,382,220.1",349,163.20(-1.8) ,165.00,164.56,252.00,126.00,"4,025.23"
2024-03-13,167,NIBD2082,"1,040.00","1,039.00","1,040.00","1,039.00",100,"103,950",3,"1,040.00(1) ","1,039.00","1,039.50","1,055.00",890.10,-
2024-03-13,168,NIBD84,904.10,904.10,904.10,904.10,25,"22,602.5",1,904.10(1.9) ,902.20,904.10,930.00,776.30,-
2024-03-13,169,NIBLGF,8.07,8.25,8.25,8.07,"44,700","362,779",23,8.07(-0.19) ,8.26,8.11,10.64,7.19,"1,065.24"
2024-03-13,170,NIBSF2,7.72,7.50,7.73,7.40,"3,695","28,153.15",15,7.72(0.07) ,7.65,7.61,9.49,6.60,"1,158.00"
2024-03-13,171,NICA,432.00,442.10,442.10,428.00,"84,991","36,691,710.9",491,432.00(-1.5) ,433.50,431.71,852.00,405.10,"64,443.89"
2024-03-13,172,NICAD8283,"1,074.00","1,074.00","1,074.00","1,074.00",10,"10,740",1,"1,074.00(14) ","1,060.00","1,074.00","1,170.00",967.00,-
