Date,SN,Symbol ,Close Price* (Rs) ,Open Price (Rs) ,High Price (Rs) ,Low Price (Rs) ,Total Traded Quantity ,Total Traded Value ,Total Trades ,LTP ,Previous Day Close Price (Rs) ,Average Traded Price (Rs) ,52 Week High (Rs) ,52 Week Low (Rs) ,MarketCapitalization (Rs) (Amt in millions) 
2024-03-17,1,ACLBSL,677.10,675.00,690.10,675.00,"5,640","3,861,729.4",100,677.10(-11.4) ,688.50,684.70,716.30,500.10,"2,485.93"
2024-03-17,2,ADBL,235.00,233.00,235.00,230.00,"26,682","6,226,215.1",189,235.00(1.5) ,233.50,233.34,275.00,223.00,"31,611.43"
2024-03-17,3,ADBLD83,"1,010.00","1,020.00","1,020.00","1,010.00",500,"506,560",8,"1,010.00(-10) ","1,020.00","1,013.12","1,144.00",892.20,-
2024-03-17,4,AHL,435.00,433.80,452.00,410.10,"2,850","1,247,057.8",73,435.00(-7.5) ,442.50,437.56,504.00,273.10,"1,479.00"
2024-03-17,5,AHPC,183.00,187.60,189.90,182.80,"59,599","11,036,631.6",283,183.00(-4.5) ,187.50,185.18,316.00,176.00,"6,836.74"
2024-03-17,6,AKJCL,222.00,228.00,228.00,221.60,"32,056","7,189,398.3",173,222.00(-5.8) ,227.80,224.27,250.00,141.30,"1,776.00"
2024-03-17,7,AKPL,185.20,189.00,189.00,185.00,"92,452","17,251,503.6",310,185.20(-1) ,186.20,186.59,417.00,152.40,"7,215.28"
2024-03-17,8,ALBSL,685.00,678.10,688.00,667.00,"4,192","2,861,264",111,685.00(-5.9) ,690.90,682.55,903.10,543.00,"4,395.07"
2024-03-17,9,ALICL,580.00,585.00,591.00,580.00,"20,418","11,930,083",166,580.00(-11.9) ,591.90,584.29,812.00,517.50,"19,719.05"
2024-03-17,10,ANLB,"2,237.90","2,196.90","2,244.00","2,183.00","8,575","18,931,920",145,"2,237.90(74.5) ","2,163.40","2,207.80","2,651.00",403.80,"1,534.57"
2024-03-17,11,API,186.90,188.50,192.20,186.00,"112,547","21,256,912.8",409,186.90(-1.4) ,188.30,188.87,269.00,154.70,"10,815.15"
2024-03-17,12,AVYAN,640.00,655.00,656.80,635.00,"6,679","4,289,683.4",129,640.00(-4) ,644.00,642.26,807.80,549.00,"1,600.00"
2024-03-17,13,BARUN,247.00,250.50,254.50,246.00,"29,171","7,229,901.9",83,247.00(-4) ,251.00,247.84,299.00,191.10,"1,323.46"
2024-03-17,14,BBC,"3,899.80","3,830.10","3,964.90","3,830.10",236,"918,237.2",15,"3,899.80(-0.2) ","3,900.00","3,890.83","4,539.00","3,050.00","1,916.36"
2024-03-17,15,BEDC,344.00,347.90,354.00,341.00,"12,580","4,323,498.1",193,344.00(-10.9) ,354.90,343.68,412.90,170.00,"1,871.54"
2024-03-17,16,BFC,348.00,342.00,355.70,340.00,"29,645","10,314,177",156,348.00(1.1) ,346.90,347.92,377.00,284.00,"2,974.76"
2024-03-17,17,BGWT,587.00,587.00,595.00,587.00,"4,765","2,810,747",94,587.00(-11) ,598.00,589.87,710.00,352.00,"3,358.02"
